id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
7213406	THULE-LOFT	11176587	Frank	Pankow	Pankow Süd	52.554.241.905.295.900	13.420.420.524.303.300	Entire home/apt	35	7	12	2018-07-07	0.30	2	193
7213609	A Room to Relax in Beautiful Kladow	37766152	Jeannie	Spandau	Gatow / Kladow	5.246.391.516.163.880	1.315.402.489.399.050	Private room	18	1	87	2018-10-11	2.50	1	234
7214704	Schöneberg Design Apartment!!	8869514	Ji-Young	Tempelhof - Schöneberg	Schöneberg-Nord	5.249.807.459.772.290	1.335.613.724.512.080	Entire home/apt	200	7	1	2015-07-19	0.02	1	0
7217357	kreuzberg industrial loft roof top	176458	Grashina	Friedrichshain-Kreuzberg	südliche Luisenstadt	5.249.816.724.342.890	1.342.584.303.682.110	Private room	30	2	11	2016-07-25	0.27	1	0
7217439	Sunny large studio with terrace!	6484975	Miguel	Neukölln	Reuterstraße	52.486.685.386.874.500	13.426.232.960.584.200	Entire home/apt	50	5	34	2018-09-30	0.85	1	0
7219506	Spacious & Sunny Apartment in the Heart of Berlin	26995137	Carolin	Mitte	Brunnenstr. Süd	5.253.654.221.419.160	1.339.701.517.184.210	Entire home/apt	76	4	9	2017-09-06	0.35	1	0
7221243	3-Room Apartment, Central	37800525	Bogislaw	Mitte	Alexanderplatz	52.529.672.797.300.400	13.404.448.415.565.000	Entire home/apt	75	3	7	2017-08-21	0.18	1	0
7223512	Top central homely apartment	9203564	Ninette	Pankow	Prenzlauer Berg Nord	52.549.411.053.986.100	13.419.037.969.419.400	Entire home/apt	60	2	3	2015-09-21	0.08	1	0
7229556	Cozy room in Berlin´s hippest area	37713649	Jennifer	Neukölln	Rixdorf	5.248.015.309.472.130	13.441.260.030.983.900	Shared room	30	3	3	2015-08-18	0.07	1	0
7229822	Beautiful & spacious family-home	253523	Mareike	Friedrichshain-Kreuzberg	nördliche Luisenstadt	52.503.838.915.156.800	13.418.299.612.691.100	Entire home/apt	80	3	5	2018-08-19	0.12	1	0
7230011	Cosy room at romantic Richardplatz	604680	Michael	Neukölln	Rixdorf	5.247.356.337.072.470	13.446.729.448.695.700	Private room	20	2	6	2016-07-14	0.15	1	36
7231858	12 qm in zentraler Lage in Berlin	27964250	Jacques	Charlottenburg-Wilm.	Otto-Suhr-Allee	52.514.515.764.283.800	13.319.088.591.948.100	Private room	20	6	1	2015-09-15	0.03	1	0
7232424	Bright apartment in Friedrichshain	22585886	Marius	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.444.164.783.640	1.346.400.296.653.750	Entire home/apt	59	7	9	2017-09-14	0.25	1	0
7232591	Big bright room in Neukölln	10516950	Aylin	Neukölln	Schillerpromenade	52.468.280.976.383.000	13.430.776.728.849.900	Private room	40	1	1	2015-07-24	0.02	1	0
7232685	Beautiful Apartment in Lively Kreuzberg	17665033	Olga	Friedrichshain-Kreuzberg	nördliche Luisenstadt	5.250.231.304.067.840	13.417.132.992.249.800	Private room	52	2	21	2018-10-27	0.53	1	33
7233314	Sehr schöner Altbau in Tiergarten	443499	Anton	Mitte	Tiergarten Süd	5.250.035.740.932.440	1.336.446.452.594.250	Private room	30	2	70	2018-10-21	1.77	4	78
7233566	Rent a room in Graefekiez Kreuzberg	37873449	Dominique	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.564.770.647.730	1.341.929.571.752.160	Private room	27	1	8	2018-10-01	0.20	1	325
7234128	Big room in a great location	11847581	Demitry	Pankow	Prenzlauer Berg Nordwest	5.255.265.279.986.400	13.406.256.532.414.900	Private room	19	2	1	2015-10-05	0.03	1	0
7235007	Privatzimmer in 5er WG zentral	37879737	Franziska	Mitte	Moabit Ost	52.516.724.138.262.500	13.337.162.611.636.000	Private room	19	1	4	2015-10-18	0.10	1	0
7235251	bright/sunny family apt., 106m2	18043996	Dirk	Pankow	Prenzlauer Berg Süd	5.253.519.975.994.760	13.429.675.314.240.600	Entire home/apt	140	5	8	2018-07-25	0.20	1	0
7237579	Luxus Citty Appartement (Messe)!	37892890	Jacob	Charlottenburg-Wilm.	Heerstrasse	5.252.195.246.107.850	13.238.747.840.203.700	Entire home/apt	250	2	5	2018-09-22	0.19	2	360
7237646	Spacious, Well-lit Room in F-hain!	3141708	Vishnu + Ganesha	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	52.511.901.465.195.200	13.451.299.417.941.200	Private room	39	2	1	2015-07-17	0.02	1	0
7238232	Bright room in central apartment	37897095	Svea	Tempelhof - Schöneberg	Schöneberg-Nord	5.248.905.383.402.930	13.366.125.754.319.300	Private room	30	7	5	2015-09-21	0.13	1	0
7238757	*Close to Mauerpark but quiet**	23410346	Bea	Pankow	Prenzlauer Berg Nordwest	5.254.751.409.777.210	13.407.011.294.457.900	Entire home/apt	62	5	1	2015-08-07	0.03	1	0
7239371	Night ***	4259960	Sébastien	Pankow	Helmholtzplatz	5.253.951.621.228.560	13.423.618.723.004.400	Private room	2225	1	23	2016-06-06	0.57	4	0
7239869	Cute apartment in Friedrichschein	37905517	Chari	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	52.524.407.102.757.900	1.345.166.990.110.130	Entire home/apt	80	1	2	2015-08-02	0.05	1	0
7239913	43m² in the city center	20117676	Rhea	Friedrichshain-Kreuzberg	südliche Luisenstadt	5.249.635.482.164.400	1.344.738.720.117.480	Private room	32	2	29	2018-10-18	0.72	1	4
7241410	Cute ROOM at a perfect LOCATION	2741998	Amanda	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.128.042.349.520	13.392.575.115.812.200	Private room	31	5	5	2017-01-02	0.13	1	0
7245176	NEW! Calm Beauty in Mitte/Prenzl'B	37935775	Isabella &	Mitte	Brunnenstr. Süd	52.532.756.046.904	13.405.527.964.273.800	Entire home/apt	120	7	38	2018-10-20	0.97	1	333
7248025	Calm place in vibrant neighbourhood	11989903	Melanie	Neukölln	Reuterstraße	5.248.585.907.001.690	13.441.954.423.658.900	Private room	30	1	1	2015-08-08	0.03	1	0
7249755	Lovely shared flat	34631266	Isabell	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	52.514.557.987.126.200	13.439.756.980.959.300	Private room	35	4	12	2018-09-25	0.31	1	2
7250113	~balcony room in shared flat!~	35123699	Beke	Neukölln	Neuköllner Mitte/Zentrum	52.470.699.940.765.700	13.430.798.157.645.700	Private room	25	2	5	2016-05-01	0.13	2	0
7250651	(Family) Flat in Berlin Pankow	9750783	Franziska	Pankow	Pankow Süd	52.563.243.682.512.800	1.341.863.487.900.000	Entire home/apt	130	3	13	2018-10-28	0.34	1	24
7251254	Tropical Rooftop Apartment	16603309	Sabrina	Mitte	Moabit Ost	525.328.911.727.899	13.350.806.060.964.400	Entire home/apt	80	7	5	2017-09-29	0.13	1	0
7252832	Quiet & lavish apartment in Wedding	37975895	Josephine	Mitte	Wedding Zentrum	52.551.522.434.446.200	13.358.935.205.360.300	Entire home/apt	52	2	3	2015-09-13	0.08	1	0
7253204	Fully renovated period flat	2398258	Derek	Neukölln	Schillerpromenade	52.487.123.040.103.900	13.418.042.690.589.900	Entire home/apt	60	14	6	2017-09-10	0.15	1	0
7258378	Central cosy flat with great view!	3246350	Mattias	Mitte	Moabit West	52.524.168.910.695.800	13.316.694.079.939.500	Entire home/apt	45	10	4	2018-04-17	0.12	1	0
7258558	Das perfekte Ferien-Apartment!	38002210	Julius	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Nord	52.518.862.453.824.000	13.444.201.978.230.100	Entire home/apt	50	14	1	2015-08-20	0.03	1	0
7259309	Friedrichshain.	38005537	Karla	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.252.227.792.054.670	13.455.219.779.958.800	Entire home/apt	45	3	4	2015-09-29	0.10	1	0
7261815	perfect holidayroom for a couple in the centre	5505563	Maja	Pankow	Prenzlauer Berg Süd	5.254.310.604.798.000	1.342.661.696.287.910	Private room	40	1	1	2015-08-14	0.03	2	0
7262028	Check out my beautiful apartment	38018312	A.	Pankow	Pankow Zentrum	5.256.747.420.919.460	1.340.786.287.568.340	Entire home/apt	58	2	1	2015-08-14	0.03	1	0
7263129	Single  room in Tempelhof	38025703	Ruslan	Tempelhof - Schöneberg	Tempelhof	5.246.933.546.459.040	13.384.205.564.928.800	Private room	18	1	2	2015-07-24	0.05	1	0
7267099	62qm + Dachterrasse in Wilmersdorf	38051196	Jan	Charlottenburg-Wilm.	Barstraße	5.248.757.093.302.430	1.331.805.845.478.720	Private room	60	3	17	2018-10-22	0.45	1	0
7267682	Big & well-located Kreuzberg space	1008350	Teresia And Till	Friedrichshain-Kreuzberg	südliche Luisenstadt	5.249.904.995.151.380	13.435.636.554.681.600	Private room	85	3	35	2018-10-10	0.88	1	143
7270135	Quiet flat in cool Kreuzkölln	4074523	Erez	Neukölln	Reuterstraße	52.491.538.854.561.200	1.343.198.816.235.910	Entire home/apt	50	3	37	2018-10-15	0.97	1	27
7272587	Wunderschönes Zimmer mit Wohnküche	38077415	Aminata	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.893.248.434.990	13.384.058.579.686.600	Private room	35	2	3	2015-09-14	0.07	1	0
7272999	Zimmer im Herzens Friedrichshains	23237890	Eleonora	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.016.021.880.410	13.459.113.900.623.100	Private room	35	1	3	2015-08-02	0.07	1	0
7273075	Sunny Flat in Kreuzberg	2865802	Patrick	Friedrichshain-Kreuzberg	nördliche Luisenstadt	5.250.227.445.303.410	13.422.713.631.393.200	Entire home/apt	109	4	10	2018-08-15	0.25	1	0
7274055	Spacious room in heart of Friedrichshain	2670089	Maximilian	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	5.251.360.926.632.310	13.448.070.345.296.700	Private room	40	1	5	2016-07-21	0.13	1	0
7275279	Beautiful Prenzlauer Berg Apt	38090896	Nina	Pankow	Prenzlauer Berg Südwest	5.254.001.547.439.780	1.340.846.812.721.660	Entire home/apt	80	3	5	2016-03-20	0.12	1	0
7277080	20 m2 room in  sunny Wilmersdorf	37905240	Peter	Charlottenburg-Wilm.	Volkspark Wilmersdorf	5.248.072.437.224.310	13.329.724.230.252.100	Private room	23	5	4	2015-09-01	0.10	1	0
7277199	central clean one room apartment	26038860	Kamila	Lichtenberg	Fennpfuhl	52.532.030.819.937.300	13.463.590.247.930.000	Entire home/apt	49	3	13	2016-03-31	0.32	2	0
7277758	Room very near to Alexanderplatz!	17698129	Nikolaus	Mitte	Alexanderplatz	5.252.704.782.663.820	13.410.531.104.397.200	Private room	51	2	3	2015-12-24	0.08	1	0
7278249	Ruhige gemütliche kleine Wohnung	38107777	Ula	Pankow	Pankow Süd	52.558.999.246.962.500	13.400.502.332.378.800	Entire home/apt	40	5	1	2015-08-02	0.03	1	0
7280608	charming spacious West Berlin home	38121663	Susanne	Charlottenburg-Wilm.	Volkspark Wilmersdorf	5.247.850.587.570.380	13.328.147.573.954.700	Entire home/apt	125	1	2	2016-10-29	0.07	1	0
7281788	Helles Wg Zimmer mit Balkon	38131292	Marieke	Pankow	Prenzlauer Berg Nord	5.255.265.050.150.140	13.418.120.900.605.600	Private room	30	3	1	2015-08-09	0.03	1	0
7282266	Cozy apartment for holidaz	35561335	Palina	Mitte	Parkviertel	5.254.701.558.876.700	13.349.953.078.762.100	Entire home/apt	40	1	3	2015-07-26	0.07	1	0
7282569	nette Wg im Wedding	38135757	Dana	Mitte	Wedding Zentrum	5.255.616.638.786.480	13.378.909.195.842.400	Private room	20	6	1	2015-07-25	0.02	1	0
7283100	Big and bright room near Tiergarten	10861355	Adrian	Mitte	Moabit West	5.252.557.463.604.990	13.328.973.567.512.100	Private room	22	6	6	2016-09-13	0.15	1	0
7284411	Central Apt @ Gräfekiez (Kreuzberg)	12398236	Kai	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.074.585.984.480	13.412.846.712.528.200	Private room	45	3	4	2016-03-13	0.10	1	0
7284508	Nice furnitured 19m²-room	38145829	Nico	Lichtenberg	Neu Lichtenberg	5.251.053.785.015.770	13.502.467.217.080.500	Private room	11	4	6	2016-05-07	0.15	1	0
7285813	Bright Room with Balcony (26 sqm!)	38153051	Florian	Mitte	Brunnenstr. Nord	5.254.620.822.206.170	13.391.485.036.746.400	Private room	20	3	1	2015-08-09	0.03	1	0
7287059	Three-rooms apartment 80qm, Loggia	37643551	Julia	Pankow	Prenzlauer Berg Ost	52.536.848.123.015.900	13.436.570.135.334.800	Entire home/apt	50	7	3	2015-12-21	0.07	1	0
7287642	Upon the roofs of Kreuzberg	8387911	Nikolaus	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	52.492.402.101.125.800	13.390.765.278.798.500	Entire home/apt	95	5	9	2017-02-17	0.23	1	0
7288034	Wohlfühl-Appartment  im Graef-Kietz	38166225	Isolde	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.248.996.350.441.420	13.415.080.458.429.000	Entire home/apt	60	3	128	2018-11-05	3.23	1	303
7288953	Spacious, Well-lit Room in F-hain!	38170846	Ganesha	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	5.251.250.968.861.160	1.345.133.917.964.080	Private room	47	1	1	2015-08-30	0.03	2	0
7289868	Nice furnished flat in Berlin Mitte	37144950	Richard	Mitte	Brunnenstr. Süd	5.253.777.036.804.740	1.339.754.913.297.690	Entire home/apt	40	10	2	2016-10-31	0.05	1	0
7291047	Central apartment with Berlin Wall view	18149350	Anna	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	525.072.103.309.025	13.437.223.401.739.000	Entire home/apt	32	7	2	2018-10-04	0.28	1	0
7292604	beautiful spacious Kreuzberg home	34467924	Anne	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	52.487.231.435.802.800	13.389.699.496.615.800	Entire home/apt	58	6	11	2018-08-12	0.28	1	0
7296760	Bright large apartement	38218919	Sophie	Neukölln	Reuterstraße	52.488.244.940.086.300	13.429.002.842.412.100	Private room	28	5	8	2018-09-10	0.24	1	0
7296791	WG mit 2 weiteren lieben Bewohnern!	38218193	Daniel	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.248.720.169.825.330	13.376.106.648.333.300	Private room	40	1	1	2015-08-07	0.03	1	0
7297270	Schöne renovierte 1 Zimmer Wohnung	9632938	Helena	Neukölln	Reuterstraße	5.248.926.715.910.960	13.438.064.867.031.100	Entire home/apt	50	1	1	2015-07-28	0.03	1	0
7299639	Studio im Fhain	38234961	Rosa	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.252.263.910.999.030	134.511.345.974.299	Entire home/apt	35	1	6	2018-08-31	0.72	1	0
7299683	bottom half / two-family house	18489024	Jan	Lichtenberg	Alt-Hohenschönhausen Süd	525.415.406.219.082	13.513.461.994.419.100	Entire home/apt	40	2	137	2018-11-04	3.51	1	188
7300526	A sunny and quiet Appartment in Berlin Mitte	33282352	Toni	Mitte	Brunnenstr. Süd	5.253.761.878.218.640	13.399.430.015.258.200	Shared room	80	3	36	2017-09-26	0.90	1	92
7300531	Scenic & spacious room in artsy Neukölln	13493023	Fabian	Neukölln	Rixdorf	5.247.753.773.386.700	13.447.795.901.404.400	Private room	25	2	7	2018-10-12	0.38	2	39
7302107	One room flat for 2 guests	38239738	Jette	Neukölln	Reuterstraße	5.248.865.249.855.460	13.438.620.190.490.200	Entire home/apt	39	1	2	2015-08-25	0.05	1	0
7302169	Altbau im Prenzlauer Berg	33566105	Florian	Pankow	Prenzlauer Berg Süd	525.318.663.527.626	13.430.105.357.551.100	Private room	50	4	3	2018-09-08	0.79	1	310
7303262	BRIGHT ROOFTOP APARTMENT WITH TERRACE & VIEW	5338144	Stephan	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	5.251.106.621.823.320	13.449.116.834.482.000	Entire home/apt	99	2	17	2018-10-19	0.75	1	6
7304433	IN THE HEART OF PRENZLAUERBERG	36320161	Lena	Pankow	Prenzlauer Berg Südwest	52.540.021.135.841.500	13.409.156.374.916.000	Entire home/apt	110	3	16	2018-03-08	0.40	1	29
7311455	Neukölln, furnished, great location	21148429	Nikita	Neukölln	Rixdorf	52.473.786.888.735.100	1.345.127.569.379.480	Private room	15	1	8	2016-08-31	0.20	1	0
7313228	Big room directly at the canal	38315607	Marius	Neukölln	Reuterstraße	52.485.911.591.139.300	13.444.486.592.578.500	Private room	29	2	19	2017-08-26	0.48	1	0
7313900	beautiful room, city-center Berlin	38318746	Leonie	Mitte	Wedding Zentrum	52.550.494.771.822	13.372.641.850.758.300	Private room	35	2	10	2016-10-29	0.25	2	0
7314632	2 Zimmerwohnung in Prenzlauer Berg	38321623	Maxim	Pankow	Prenzlauer Berg Süd	52.536.538.982.161.300	13.431.015.867.594.500	Entire home/apt	55	3	4	2016-08-01	0.14	1	0
7315382	Nice flat in Berlin Neukölln !	28956647	Hortense	Neukölln	Reuterstraße	524.854.878.983.307	13.429.224.961.288.800	Entire home/apt	50	4	9	2018-08-12	0.24	1	0
7317881	Big and cozy rooms with garden	38337402	Aljoscha	Pankow	Weißensee Ost	5.255.279.174.062.530	13.467.250.462.043.500	Private room	35	4	1	2015-08-10	0.03	1	0
7318232	Nice cosy Room with modern Flat in Prenzlauer Berg	38338692	Christian	Pankow	Weißensee	52.553.183.055.012.500	13.431.531.801.078.500	Private room	30	1	91	2018-11-03	4.32	2	328
7318438	Nice 2 room flat in a super area.	17948204	Rosa Maria	Neukölln	Reuterstraße	5.248.959.556.716.600	13.430.184.465.485.300	Entire home/apt	84	3	37	2018-09-23	1.23	1	0
7318855	Central Home with Balcony, minimum 3 months	38341781	Tove	Mitte	Alexanderplatz	5.252.757.257.148.260	13.403.892.091.103.000	Entire home/apt	100	45	10	2018-10-27	0.25	1	103
7325223	New Apartment in Heart of Kreuzberg	2836767	Maria	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.248.997.884.182.980	13.423.660.555.143.300	Private room	70	2	6	2017-04-14	0.15	1	0
7326380	Wohnung im Friedrichshain am Boxi	22539100	Judith	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.510.241.081.757.600	13.463.404.659.267.100	Entire home/apt	70	2	13	2018-08-16	0.33	1	0
7326882	Helle Wohnung am Ufer Neuköllns	38382948	Vera Henrike	Neukölln	Rixdorf	5.248.107.500.748.820	13.450.801.301.647.600	Entire home/apt	39	3	6	2016-04-03	0.15	1	0
7327141	Nice Flat on the heart of Berlin	7280679	Rodolfo	Mitte	Tiergarten Süd	5.250.249.159.756.170	13.370.355.288.080.800	Entire home/apt	35	5	3	2016-02-17	0.08	1	0
7334380	Playful, Loft-ish Family Apartment!	13803673	Marc	Neukölln	Britz	5.246.156.432.997.860	1.343.325.459.767.250	Entire home/apt	43	7	3	2017-07-10	0.11	1	0
7335727	Relax in Prenzlauer Berg	38429542	Isabella	Pankow	Prenzlauer Berg Süd	5.253.856.354.904.780	13.426.376.126.411.900	Entire home/apt	80	7	45	2018-10-18	1.14	1	365
7335830	2 ro fully furnished apartment	27827682	Ben	Lichtenberg	Rummelsburger Bucht	5.249.936.895.013.100	1.348.044.461.657.340	Entire home/apt	50	3	9	2018-01-05	0.23	1	0
7337068	Very quiet studio directly next to the park	25890912	Dominique	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	52.487.169.919.692.300	1.338.135.046.462.470	Private room	79	4	81	2018-11-05	2.24	1	51
7338479	Big bright room for two	16771380	Melissa	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.820.621.132.070	1.347.099.645.738.710	Private room	39	1	3	2015-09-13	0.08	1	0
7338511	Quiet bright and design studio	7832939	Laurent	Pankow	Prenzlauer Berg Nordwest	52.549.077.886.975.200	13.405.845.617.467.300	Entire home/apt	45	7	22	2018-10-12	0.57	1	82
7338874	1 Zimmerwohnung/ 1 Room Flat	14754631	Vassilena	Pankow	Prenzlauer Berg Nordwest	5.255.515.378.192.370	13.411.494.331.689.600	Entire home/apt	28	3	8	2018-08-31	0.49	1	15
7342517	großes Wohlfühl-Wg-Zimmer	9210693	Gesa	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.107.298.744.680	13.411.473.136.806.500	Private room	29	2	6	2018-03-10	0.15	1	0
7343811	Lovely Spot in Prenzlauer Berg	21331652	Philipp	Pankow	Prenzlauer Berg Nordwest	5.254.882.822.076.180	13.413.226.315.465.700	Entire home/apt	60	2	1	2015-10-12	0.03	1	0
7343837	SPACIOUS APARTMENT | NICE Location!	4032095	Heinz	Pankow	Helmholtzplatz	5.254.432.856.035.940	13.425.033.044.515.500	Entire home/apt	55	90	6	2018-07-27	0.21	15	159
7343847	Large room near transport and clubs	21951425	Christopher	Treptow - Köpenick	Alt  Treptow	52.491.618.069.369.700	13.457.834.753.778	Private room	50	4	14	2018-08-26	0.35	1	0
7345847	Room to relax!	38483736	Philipp	Pankow	Prenzlauer Berg Nordwest	52.552.894.219.307.200	13.412.333.735.902.200	Private room	30	1	6	2016-05-08	0.15	1	0
7352481	Beautiful bright apartment in Prenzlauer Berg	19163864	Kathi	Pankow	Prenzlauer Berg Süd	525.400.494.333.537	1.342.448.871.293.810	Entire home/apt	95	2	5	2018-07-09	0.27	1	1
7353014	Super spacious room in Neukoelln with artsy flair	38529113	Arno	Neukölln	Rixdorf	5.247.823.488.342.540	13.443.376.551.741.800	Private room	56	2	3	2016-09-23	0.10	1	90
7353203	Nice apartment near Alexanderplatz	38530240	Eliane	Lichtenberg	Alt-Lichtenberg	52.533.235.978.270.200	1.350.955.047.029.390	Entire home/apt	46	2	13	2017-10-10	0.33	1	0
7353503	Cosy Prenzlauer Berg Appartment	5368594	Grace	Pankow	Prenzlauer Berg Nord	5.254.989.607.051.990	13.417.942.215.354.300	Entire home/apt	54	2	3	2015-11-11	0.08	2	0
7355546	Sonnige 120 qm Wohnung an der Spree	38540571	Ute	Mitte	Alexanderplatz	5.250.955.128.847.890	1.342.460.793.550.240	Private room	85	5	2	2017-08-22	0.05	1	0
7355700	Privat big bright room in Kreuzberg - Bergmannkiez	9814970	Sarah	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.251.529.803.860	13.387.170.184.956.100	Private room	34	2	5	2016-08-18	0.18	1	0
7356881	3 Zimmer Altbauwohnung im Florakiez	36942548	Christiane	Pankow	Pankow Zentrum	5.256.672.683.273.610	1.339.804.758.416.180	Entire home/apt	45	7	1	2015-08-08	0.03	1	0
7357240	Huge room in flatshare	38548683	Lydia	Pankow	Helmholtzplatz	52.542.087.003.539.900	13.414.689.599.105.800	Private room	28	7	14	2018-08-10	0.35	1	44
7357993	Zimmer mit Bett beim Ostbhf 10-17.6.	38552463	Felix	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	52.516.475.950.212.100	13.440.364.363.333.700	Private room	11	1	1	2017-06-17	0.06	1	0
7358668	Large room in Moabit	25929557	Jonas	Mitte	Moabit Ost	5.252.552.041.733.610	1.334.408.866.803.530	Private room	25	2	1	2015-07-31	0.03	1	0
7359140	Holidays right in the Heart	38558083	Hendrik	Mitte	Brunnenstr. Süd	5.252.919.044.049.620	13.386.886.001.448.800	Entire home/apt	40	10	1	2016-09-17	0.04	1	0
7360351	Kreuzberg=Welcome=Make yourself at home	38563923	Sabine	Friedrichshain-Kreuzberg	nördliche Luisenstadt	5.250.407.426.774.550	13.418.903.366.863.400	Entire home/apt	120	3	60	2018-11-02	1.50	1	324
