id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
23352047	Cozy and Bright Apartment near Kurfürstendamm	47989649	Lea	Tempelhof - Schöneberg	Schöneberg-Nord	52.495.750.143.758.200	13.337.727.467.619.500	Entire home/apt	60	2	5	2018-07-01	0.60	1	0
23352280	Nice and cosy in Friedrichshain	30105465	Selma	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.244.457.586.020	13.470.106.335.253.100	Private room	37	2	1	2018-03-11	0.12	1	0
23354560	Berlin-Mitte: 2 room flat with balcony	141882829	Johanna	Mitte	Parkviertel	5.254.855.226.424.870	1.334.555.939.745.520	Entire home/apt	40	2	14	2018-05-26	1.87	1	0
23354697	Charming Holiday in BERLIN CITY	121431087	Jennifer	Pankow	Prenzlauer Berg Nordwest	5.255.367.284.959.900	13.403.987.613.457.400	Entire home/apt	86	4	25	2018-11-03	3.11	4	140
23354962	Berlin-Neukölln: Happy Place with balcony	152957218	Ricarda	Neukölln	Schillerpromenade	5.247.140.932.598.880	13.428.218.289.134.900	Private room	45	1	3	2018-03-16	0.35	1	0
23355674	Newly renovated x Hipster-charme in great location	12503130	Florian	Neukölln	Rixdorf	5.247.236.631.069.280	13.449.861.314.667.700	Private room	42	2	15	2018-10-14	1.76	1	9
23355675	Charmante Altbauwohnung mit Balkon am Ostkreuz	21441662	Sophie	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.584.884.456.980	13.466.320.075.582.400	Entire home/apt	107	3	1	2018-02-26	0.12	2	0
23359869	Bright comfy room with sunny balcony	27707815	Thorsten	Reinickendorf	Ost 2	52.561.843.656.811.600	13.360.926.905.625.900	Private room	40	1	12	2018-11-02	2.50	1	17
23363465	150sq Family Apartment centrally located (2bathr.)	94349814	Afra	Pankow	Prenzlauer Berg Nordwest	5.254.887.690.779.300	13.402.079.668.629.200	Entire home/apt	188	3	5	2018-07-16	0.68	1	80
23363958	Fancy WG in Neukölln	65231755	Pia	Neukölln	Rixdorf	52.471.729.906.951.400	1.344.785.866.597.540	Private room	18	1	6	2018-03-24	0.71	1	0
23364201	nostalgisch, gemütlicher Raum im bunten Neukölln	2105363	Judy	Neukölln	Rixdorf	52.474.404.490.619.900	13.441.762.095.973.500	Private room	27	3	11	2018-10-05	1.64	1	159
23364250	Zimmer im Angesagten Neukölln	87202983	Maria	Neukölln	Neuköllner Mitte/Zentrum	5.246.604.052.356.450	13.443.001.464.719.100	Private room	20	3	6	2018-04-15	0.72	1	0
23364407	ruhige Lage im Friedrichshain mit Spreeblick	174130667	Sandra	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.490.467.676.025.900	13.479.943.647.732.700	Entire home/apt	42	4	2	2018-05-22	0.28	1	0
23364842	Weaving Woods Hotel-Apartment in Prenzlauer Berg	174136994	Denes	Pankow	Prenzlauer Berg Süd	5.253.604.123.705.460	1.342.494.566.325.440	Private room	199	1	6	2018-09-28	0.74	3	338
23366304	Berlin calling	174047870	Edouard	Mitte	Osloer Straße	5.256.097.765.800.070	13.377.687.037.016.000	Private room	35	3	3	2018-07-20	0.35	1	0
23367509	Modern apartment with high quality equipment	174157905	Adrian	Mitte	Moabit Ost	5.253.072.548.161.730	13.369.691.734.688.600	Entire home/apt	75	2	4	2018-03-26	0.49	1	0
23367569	Cosy room in typical Friedrichshain	25931144	Angeline & Emilien	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.252.436.192.175.120	13.452.372.842.294.000	Private room	40	1	10	2018-09-30	2.19	1	0
23371047	2 Zimmer 80qm2 Nähe Ku’damm sehr zentral !	152640018	Jones	Charlottenburg-Wilm.	Volkspark Wilmersdorf	5.249.309.961.306.290	1.333.083.517.253.360	Entire home/apt	95	14	3	2018-08-01	0.73	1	168
23373447	Large and cozy room in Neukölln	1844767	Chrissi	Neukölln	Rixdorf	5.248.189.327.588.230	1.344.062.574.875.250	Private room	20	4	4	2018-08-13	0.47	1	0
23373865	Längerfristig, ruhiges Zimmer in 130qm Wohnung	37428978	Simone	Reinickendorf	Nord 1	52.623.276.727.909.500	13.323.453.892.719.400	Private room	60	90	1	2018-03-13	0.13	1	88
23375112	Friedrichshain, Room for 2 or more	174231951	Chris	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	52.516.587.733.221.000	13.467.747.983.282.300	Private room	27	1	17	2018-08-13	1.97	1	0
23375235	Private Design Studio in 1890's Billiard room	173941110	Fringe	Tempelhof - Schöneberg	Schöneberg-Nord	5.249.220.053.623.440	13.365.333.447.920.700	Private room	45	1	38	2018-10-20	4.75	2	173
23376070	Ebony & Ivory	143946885	Nyake	Reinickendorf	Ost 1	5.256.036.785.576.530	1.336.606.539.520.700	Private room	25	1	11	2018-07-09	1.27	1	0
23377258	Cozy warm apartment in central area!	174254113	Anna	Charlottenburg-Wilm.	Volkspark Wilmersdorf	5.248.809.306.050.480	13.324.101.150.945.500	Entire home/apt	40	2	9	2018-04-21	01.09	1	0
23377793	2 bed private room with balcony in west Berlin.	51978594	Edgar Ubaldo	Charlottenburg-Wilm.	Wiesbadener Straße	5.246.941.972.857.670	13.306.077.066.402.000	Private room	25	4	7	2018-07-16	0.83	1	0
23381407	Cosy 2rooms Apartment in Spandau area (2)	52747435	Asel	Spandau	Wilhelmstadt	5.253.487.299.274.840	13.184.264.305.233.500	Entire home/apt	36	30	2	2018-07-08	0.37	17	319
23381511	Im kleinen Atelier STUDIO BERLIN wohnen & arbeiten	174304853	Guste	Pankow	Prenzlauer Berg Südwest	5.253.012.925.985.670	13.414.109.991.329.700	Entire home/apt	80	2	10	2018-06-05	1.30	1	100
23382388	Beautiful Apartment in Kreuzberg	4333608	Lina	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	52.492.604.641.580.900	13.378.604.644.210.600	Entire home/apt	54	2	7	2018-09-30	0.94	1	0
23382965	Charming 1-room-apartment in Neukölln	174320959	Eliana	Neukölln	Rixdorf	5.247.997.813.991.410	13.448.926.221.673.400	Entire home/apt	30	3	3	2018-04-19	0.37	1	0
23384433	Lovely bright room in Xberg	83729563	Marc	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	52.492.310.667.529.600	13.383.906.824.274.000	Private room	10	1	1	2018-03-15	0.13	1	0
23385442	Großes Zimmer in Berin Mitte/Prenzlauer Berg	66927578	Hannes	Pankow	Prenzlauer Berg Südwest	5.254.018.020.314.680	13.404.770.412.656.300	Private room	35	1	3	2018-03-12	0.34	1	0
23387144	Cozy room in Berlin Mitte	12805241	Jonas	Mitte	Brunnenstr. Süd	5.253.592.904.881.670	13.381.122.894.567.600	Private room	40	2	5	2018-07-18	1.18	1	0
23387226	Artist Apartment with garden in Neukölln	10601296	Carina	Neukölln	Rixdorf	5.248.065.221.362.970	13.447.836.743.852.900	Entire home/apt	36	2	3	2018-03-10	0.36	1	0
23387813	Berlin-Prenzlauer Berg: "Berlin-Feeling" pur	174359699	Mary	Pankow	Prenzlauer Berg Nordwest	5.255.062.413.450.880	1.340.763.269.786.260	Entire home/apt	80	2	6	2018-10-21	0.84	1	57
23387948	St. Michel	55538702	Khadine	Mitte	Alexanderplatz	525.236.361.001.027	13.384.040.605.654.700	Entire home/apt	250	61	1	2018-06-25	0.22	17	364
23389876	Berlin Mitte - gemütlich und ruhig	107984305	Louisa	Mitte	Alexanderplatz	52.512.714.599.652.800	134.176.740.550.787	Entire home/apt	43	15	1	2018-02-21	0.12	1	128
23390027	Cozy Studio in Berlin-Mitte	174377942	Juan	Tempelhof - Schöneberg	Schöneberg-Nord	5.250.338.793.002.460	1.334.586.686.077.670	Entire home/apt	50	30	14	2018-09-10	1.68	1	32
23391218	WG Zimmer	174388800	Stefan	Lichtenberg	Neu-Hohenschönhausen Nord	5.256.809.654.319.670	13.514.058.534.400.900	Private room	40	2	4	2018-08-27	0.50	1	0
23392412	2 Rooms at Schlesi – Green Kreuzberg Vibes	50438926	Mats	Friedrichshain-Kreuzberg	südliche Luisenstadt	5.249.876.487.081.530	134.440.180.679.043	Private room	22	1	1	2018-04-03	0.14	1	0
23393543	Schönes gemütliches Zimmer zum wohlfühlen ...	58877960	Mario Und Gisela	Spandau	Siemensstadt	52.545.802.257.648.600	13.263.157.193.809.700	Private room	31	2	12	2018-11-03	1.48	1	238
23393982	Neukölln: Große helle und ruhige 2-Zimmer-Wohnung	169541670	Michael	Neukölln	Neuköllner Mitte/Zentrum	52.465.482.362.197.900	1.343.642.237.504.030	Entire home/apt	50	1	8	2018-08-27	1.33	1	0
23395192	Beautiful quiet Apartment in the heart of Berlin	95091425	Camila	Mitte	Alexanderplatz	5.252.713.208.034.510	13.400.897.411.950.400	Private room	39	1	1	2018-03-01	0.12	3	0
23397899	Bright & Spacious Room in Alt-Treptow, Berlin	3477447	Caroline	Treptow - Köpenick	Alt  Treptow	5.248.881.639.471.290	13.455.516.758.733.700	Private room	35	2	23	2018-10-01	4.39	1	5
23402108	Trendy Apartment next to Mauerpark	9078683	Beate	Pankow	Prenzlauer Berg Nordwest	525.475.227.334.779	13.400.889.770.599.800	Entire home/apt	75	60	1	2018-09-16	0.57	1	101
23403582	Private room in Kreuzberg/Mitte	174510761	Sebas	Friedrichshain-Kreuzberg	Südliche Friedrichstadt	5.250.421.453.526.930	13.388.137.420.006.400	Private room	39	2	11	2018-05-21	1.30	1	0
23404609	Cosy room in central Berlin - Mitte	31222782	Madeleine	Mitte	Alexanderplatz	52.525.664.611.548.200	13.397.468.452.761.800	Private room	45	2	7	2018-10-07	0.85	1	0
23405151	3 bed rooms (1 suite) apartment in Charlottenburg	53595731	Rodrigo	Charlottenburg-Wilm.	Kantstraße	52.510.117.011.378.700	13.302.191.322.205.200	Entire home/apt	120	1	5	2018-08-31	1.58	1	0
23405752	Moderne Wohnung mit Spreeblick @ East Side Gallery	73425371	Patrick	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	52.507.831.945.050.100	13.436.263.831.244.800	Entire home/apt	70	60	3	2018-05-22	0.37	1	27
23406074	Winterfeldplatz! Helles Zimmer, modernes Design	2368302	Viktoria	Tempelhof - Schöneberg	Schöneberg-Nord	52.496.496.512.344.000	13.353.577.093.619.500	Private room	35	3	8	2018-10-04	0.95	2	36
23406268	Bright flat Berlin-Mitte/Wedding for 2 months	1842620	Vera	Mitte	Wedding Zentrum	52.550.012.817.068.000	13.362.219.611.227.900	Entire home/apt	60	40	1	2018-08-09	0.33	1	64
23406738	Upscale old-building apt. - 5min to Alexanderplatz	174525191	Florian	Mitte	Alexanderplatz	52.526.668.723.570.900	13.411.249.052.109.900	Entire home/apt	69	2	8	2018-10-05	01.09	1	3
23406823	kiek ma...Berlin	174518844	Julia	Tempelhof - Schöneberg	Schöneberg-Nord	5.249.687.374.640.360	13.362.383.794.100.000	Private room	25	1	30	2018-10-27	3.67	1	42
23406987	Spacious and Cozy Room in Berlin Neukölln	3786239	Boryana	Neukölln	Rixdorf	524.770.517.748.095	13.439.565.259.031.000	Private room	29	3	1	2018-04-02	0.14	1	0
23407734	Berlin - Schöneberg; Mitten drin aber ruhe pur	171962338	Radojka	Charlottenburg-Wilm.	Volkspark Wilmersdorf	52.484.125.872.296.500	13.334.431.443.286.600	Private room	85	2	26	2018-10-27	3.13	1	0
23410052	Schönes Zimmer am Mauerpark	21369521	Freda	Pankow	Prenzlauer Berg Südwest	52.539.972.764.027.800	13.408.653.868.351.100	Private room	50	6	1	2018-03-31	0.14	1	0
23410389	Cozy Central Rooftop Room R	171262403	Jonas	Mitte	Moabit Ost	5.251.964.328.793.840	13.341.058.824.270.200	Private room	40	90	44	2018-11-01	5.43	2	5
23411139	Charming  City apartment in old Berlin Building	8148034	Rebecca	Tempelhof - Schöneberg	Friedenau	52.468.184.687.687.300	13.335.829.835.946.700	Entire home/apt	140	2	11	2018-10-05	1.36	1	345
23411485	Süße Wohnung im Prenzlauerberg	3884988	Farina	Pankow	Prenzlauer Berg Ost	52.536.279.556.180.900	13.439.955.617.229.600	Private room	30	4	9	2018-09-11	1.15	1	0
23411807	Bright and comfortable room near the center	174580619	Lucas	Mitte	Wedding Zentrum	52.548.137.229.929.300	13.359.675.339.176.100	Private room	35	1	1	2018-02-27	0.12	1	0
23411937	Living room in the heart of Friedrichshain	24089562	Ivy	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.293.625.936.120	13.458.562.708.661.100	Shared room	15	1	34	2018-11-03	3.97	1	3
23412384	Berliner Altbau im Herzen Friedrichshain +Balkon	91359961	Nele	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.984.591.210.680	13.468.681.719.108.600	Private room	38	2	5	2018-09-10	0.99	1	0
23414270	Zentrales Zimmer_ Berlin Mitte	134681466	Gary	Pankow	Prenzlauer Berg Südwest	5.253.065.421.547.940	13.406.534.005.967.800	Private room	75	2	38	2018-11-03	4.58	1	41
23414419	cozy big room in the hear of Friedrichshain	163559057	Marie	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.138.623.742.470	1.345.876.116.097.330	Private room	26	2	5	2018-08-31	0.60	1	0
23414716	Cozy, fully furnished apartment in Berlin	94075076	Esther	Lichtenberg	Frankfurter Allee Süd	52.507.971.219.108.900	1.348.541.144.157.980	Private room	25	2	9	2018-10-28	1.33	2	1
23415172	Cozy quiet studio in Berlin	94075076	Esther	Lichtenberg	Frankfurter Allee Süd	52.508.845.513.545.300	13.485.561.228.774.500	Private room	20	2	2	2018-06-04	0.23	2	1
23416695	Zimmer in Berlin	174621020	Corinna	Pankow	Weißensee	52.557.006.954.988.500	13.437.611.145.626.100	Private room	50	1	1	2018-03-12	0.12	1	0
23416737	Berlin Kreuzberg/Mitte: en el centro de Berlin	7937228	Helania	Mitte	Regierungsviertel	5.250.857.494.879.920	13.404.178.691.842.500	Entire home/apt	53	7	5	2018-06-25	0.60	2	0
23422666	Beautiful cosy room in Berlin Friedrichshain	37982652	Stefan	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.888.427.774.070	13.467.670.999.101.000	Private room	34	4	10	2018-10-05	1.46	1	314
23422839	Cozy room in shared flat in a beautiful area	49720101	Elisabeth	Pankow	Pankow Zentrum	5.257.477.687.173.240	13.412.286.937.476.300	Shared room	20	2	1	2018-03-07	0.12	1	0
23422966	Bright Dachgeschoss apartment in Szeneviertel	55328769	Claire	Neukölln	Neuköllner Mitte/Zentrum	5.247.041.435.128.170	1.343.245.939.808.630	Private room	40	4	21	2018-11-04	2.44	1	0
23428220	gemütliche Wohnung im Herzen Berlins	32427329	Johanna	Mitte	Alexanderplatz	52.525.736.070.072.100	13.400.626.369.832.100	Entire home/apt	45	2	6	2018-06-28	0.73	1	0
23429407	Cosy Flat in the heart of Friedrichshain	53843555	Volker	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.074.019.106.280	13.455.777.525.126.300	Entire home/apt	19	1	1	2018-02-25	0.12	1	0
23430065	Sunny room near central station #modern #bright	174755208	Paul	Mitte	Moabit Ost	5.252.228.476.670.050	13.350.725.508.971.200	Private room	30	1	56	2018-11-05	7.12	2	66
23433868	Cozy 1 room apartment in the heart of Kreuzberg	174787262	Ivan	Friedrichshain-Kreuzberg	Südliche Friedrichstadt	5.250.242.862.348.730	1.341.316.842.077.340	Entire home/apt	40	7	1	2018-03-01	0.12	1	0
23433901	ruhiges Zimmer in Altbauwohnung Neukölln	138525237	Paul	Neukölln	Schillerpromenade	52.470.717.936.951.200	13.424.847.775.902.700	Private room	35	3	3	2018-10-07	1.80	1	6
23435153	Cozy Treehouse- Studio Appartment in central Area!	100147808	Lukas	Mitte	Wedding Zentrum	5.254.202.811.093.350	1.336.147.312.363.180	Entire home/apt	39	4	5	2018-08-10	0.63	1	0
23442657	Berlin-Friedrichshain modernes 2 Zimmer Apartment	53006301	Laura	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.790.688.264.240	13.460.703.418.179.700	Entire home/apt	112	1	1	2018-04-02	0.14	1	207
23442666	Welcome to Kreuzberg!	174881386	Alessandro	Friedrichshain-Kreuzberg	südliche Luisenstadt	5.249.784.596.992.070	13.437.816.257.688.500	Shared room	50	7	2	2018-07-14	0.24	1	0
23443453	Gemütliches Privatzimmer in charmanter 2er WG	72936973	Daniel	Mitte	Osloer Straße	525.534.494.462.375	13.390.509.589.257.400	Private room	35	2	11	2018-10-14	1.32	1	325
23447940	Modernes Zimmer mit Whirlpool und Wasserbett	174923505	Margit	Marzahn - Hellersdorf	Marzahn-Süd	525.406.164.085.211	13.555.625.220.365.700	Private room	95	1	1	2018-03-18	0.13	1	279
23451169	Cozy Room near Boxhagener Platz / Friedrichshain	21672276	Sarah	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.511.449.925.567.700	13.459.920.442.241.800	Private room	50	2	1	2018-10-25	1	1	5
23451359	ruhige WG in Schöneberg	95801615	Nicole	Tempelhof - Schöneberg	Schöneberg-Nord	52.496.267.379.075.100	13.345.521.229.438.200	Private room	21	1	11	2018-11-03	1.35	1	123
23451726	A design gem in the heart of Mitte-Moabit	485838	Michele	Mitte	Moabit West	5.252.929.749.422.870	13.340.066.194.120.800	Entire home/apt	120	4	34	2018-10-31	05.02	4	221
23452035	Two-room-apartment with picturesque view	5326812	Felix	Tempelhof - Schöneberg	Tempelhof	52.484.405.348.761.600	13.372.882.662.166.500	Entire home/apt	40	3	22	2018-10-14	2.82	2	16
23454225	Cozy place in the middle of Berlin	15541041	Stefanie	Mitte	Moabit Ost	52.522.381.701.803.300	13.349.826.797.792.800	Entire home/apt	75	1	16	2018-11-02	1.97	1	124
23458842	Berlin Prenzlauer Berg - Zimmer am Wasserturm	45529243	Carmen	Pankow	Prenzlauer Berg Südwest	52.536.209.952.298.300	1.341.911.596.352.880	Private room	42	2	3	2018-06-23	0.60	1	1
23462134	Berlin-Prenzlberg: modern, central apartment	68402934	Sven	Pankow	Prenzlauer Berg Nordwest	52.547.605.861.235.100	13.404.811.212.808.200	Private room	55	4	18	2018-10-25	2.25	1	351
23462571	Loft–Artige Wohnung mit Blick über Berlin	69514536	Marcel	Lichtenberg	Friedrichsfelde Nord	52.513.554.658.388.700	13.508.688.182.101.200	Entire home/apt	99	2	7	2018-10-19	0.85	1	6
23462781	City Center, shared apartment, private room (WG)	161175249	Konstantin	Mitte	Brunnenstr. Nord	52.537.360.740.499.400	13.384.924.489.758.900	Private room	32	25	1	2018-09-15	0.56	19	363
23462950	Your comfortable stay in Berlin	23380855	Roshan	Charlottenburg-Wilm.	Barstraße	524.884.482.874.411	13.318.189.559.990.400	Private room	30	5	3	2018-07-11	0.52	1	0
23463023	Neukölln, shared apartment, cosy private room (WG)	161175249	Konstantin	Neukölln	Schillerpromenade	52.465.955.477.775.300	1.342.860.610.334.390	Private room	37	25	1	2018-10-10	1	19	333
23465480	Spacious 1920s apartment on Stralauer peninsular	1614923	Franziska	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.490.115.168.739.800	13.481.575.770.532.100	Entire home/apt	150	4	1	2018-03-30	0.13	1	4
23467531	Living between Art galleries and Cheesecake	3366070	Flora	Mitte	Alexanderplatz	5.252.728.181.766.120	13.393.477.529.235.800	Private room	25	2	5	2018-09-17	1.47	1	14
23468111	fantastische Wohnung in ruhiger Nachbarschaft	175142049	Sascha	Neukölln	Rixdorf	52.471.814.560.151.100	13.448.064.998.237.200	Entire home/apt	35	1	1	2018-03-11	0.12	1	29
23468874	Cozy room in the heart of Berlin	175151900	Nelson	Mitte	Alexanderplatz	52.526.430.341.498.500	1.338.887.939.522.800	Private room	62	2	20	2018-10-29	2.42	1	2
23472648	Berlin-Steglitz: Moderne und gemütliche Wohnung	43911343	Sarah	Steglitz - Zehlendorf	Albrechtstr.	5.245.307.091.999.770	13.325.393.608.848.000	Entire home/apt	60	2	11	2018-07-14	1.43	2	4
23473299	Privatroom in 3-room-apartment, quiet area	151287817	Felix	Lichtenberg	Neu Lichtenberg	5.249.595.844.367.600	13.496.965.197.712.900	Private room	20	2	7	2018-06-05	0.90	1	0
23473417	Berlin- Frankfurter Allee	84201688	Ante	Lichtenberg	Alt-Lichtenberg	5.251.362.129.383.170	134.811.509.282.789	Entire home/apt	41	7	7	2018-08-10	0.87	1	11
23475407	Central Townhouse with private garden	166829815	Matthias	Pankow	Pankow Zentrum	5.256.721.837.451.840	13.393.918.999.325.500	Entire home/apt	170	5	1	2018-04-03	0.14	1	0
23475547	Beautiful and cozy apartment in Berlin	1102530	Lisa	Mitte	Wedding Zentrum	52.551.562.689.575.100	13.379.721.882.332.200	Entire home/apt	45	3	9	2018-09-30	1.15	2	23
23476204	Wedding House	118101664	Jan	Mitte	Parkviertel	52.547.225.516.517.100	1.334.772.270.264.170	Private room	18	4	6	2018-10-23	0.73	1	0
23476457	Studio-Apartment auf dem Wista-Gelände	175236416	Mandy	Treptow - Köpenick	Adlershof	5.243.372.731.543.760	13.531.612.185.047.400	Entire home/apt	100	2	5	2018-09-14	0.69	1	352
23476547	Quiet top floor apartment in Prenzlauer Berg	18920568	Ralph	Pankow	Prenzlauer Berg Nord	52.548.999.110.414.700	13.434.275.034.131.000	Entire home/apt	30	3	5	2018-06-03	0.59	1	0
23476679	2 beautiful rooms in Berlin-Wedding (Sprengelkiez)	25756650	Helena	Mitte	Wedding Zentrum	5.253.999.556.644.260	1.335.766.629.705.150	Private room	45	3	6	2018-10-01	0.72	1	67
23477057	Premium-Bedroom "Felbhain" next to Friedrichshain	175239213	Andre	Lichtenberg	Neu Lichtenberg	5.250.542.795.645.840	1.347.578.188.219.910	Private room	45	1	50	2018-10-21	6.20	1	327
23477336	Bright room in great Charlottenburg location!	175245757	Sarah	Charlottenburg-Wilm.	Neue Kantstraße	5.251.037.161.988.570	13.294.913.985.663.400	Private room	20	2	20	2018-11-06	03.02	1	11
23478928	cozy room in the heart of Schillerkiez - Neukölln	137934760	Valentina	Neukölln	Schillerpromenade	52.480.887.175.542.300	13.422.689.397.565.400	Private room	25	10	1	2018-08-05	0.32	1	0
23478932	South facing bedroom in Wedding.	36504972	Richard	Mitte	Wedding Zentrum	5.254.833.435.890.820	13.366.219.079.953.100	Private room	16	2	13	2018-10-12	1.60	1	0
23480423	Room at Eberswalder platz	41157972	Luís	Pankow	Prenzlauer Berg Südwest	525.396.849.100.364	13.410.660.570.059.200	Private room	25	14	2	2018-07-01	0.24	1	0
23481275	Urban Jungle Hotel-Apartment in Prenzlauer Berg	174136994	Denes	Pankow	Prenzlauer Berg Süd	52.537.473.617.473.900	13.424.475.986.894.100	Private room	199	1	21	2018-10-29	2.66	3	321
23482216	5 Raum/Room Apartment in Berlin-Friedrichshain	172035099	Katja	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Nord	52.521.590.633.037.800	1.344.690.020.781.610	Entire home/apt	120	3	1	2018-07-23	0.28	1	0
23483074	Sunny & Central 1Room Apt in the middle of Xberg	10683916	Giulia	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.016.010.027.260	13.422.756.905.576.800	Entire home/apt	32	5	13	2018-10-22	1.76	1	34
23485267	1 Zimmer apartment in wild Wedding	39006811	Greta	Mitte	Parkviertel	5.254.681.513.544.890	13.349.252.267.251.200	Entire home/apt	35	4	7	2018-10-21	1.74	1	5
23492161	Charming apartment in classic Berlin style	174746898	Melf	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.019.824.355.840	13.403.498.335.957.600	Entire home/apt	69	2	22	2018-10-25	2.69	1	0
23493097	Berlin-Neukölln: großes helles Altbauzimmer - cozy	175060875	Patrick	Neukölln	Neuköllner Mitte/Zentrum	5.246.325.617.451.600	13.435.603.197.092.200	Private room	20	4	1	2018-03-04	0.12	1	5
23494687	Sunny rooftop near Tempelhofer Airfield	37923973	Carlo	Tempelhof - Schöneberg	Tempelhof	5.245.878.306.042.800	13.376.847.845.043.100	Entire home/apt	80	4	4	2018-10-17	1.62	1	0
23494965	Berlin-Friedrichshain: Spacious and well connected	113083499	Jason	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.512.864.559.033.700	13.462.271.533.642.800	Private room	34	2	2	2018-03-17	0.25	1	4
23495876	Cosy bedroom in a beautiful bright topfloor flat	5200565	Hélène	Neukölln	Reuterstraße	52.487.523.737.504.000	13.437.993.945.655.100	Private room	35	3	16	2018-09-28	1.92	1	125
23495976	Splendid apartment in Friedrichstadtpalast area	175445716	Julia	Mitte	Alexanderplatz	5.252.396.226.844.790	1.338.406.961.423.620	Entire home/apt	180	3	37	2018-10-23	4.59	1	280
23496868	Private room - 15 minutes to city center	89551529	Harshit	Lichtenberg	Alt-Hohenschönhausen Süd	525.358.854.444.445	13.503.815.328.295.500	Private room	15	2	18	2018-09-25	2.28	1	0
23497004	Berlin Prenzlauerberg	49917407	Ville	Pankow	Prenzlauer Berg Süd	5.253.700.096.222.670	13.424.473.925.382.900	Private room	18	1	2	2018-06-22	0.43	1	0
23497750	Cosy room for 1-2 people next to Tiergarten	175432970	Daniel	Mitte	Moabit Ost	5.251.627.939.550.030	13.334.716.133.087.200	Private room	13	1	2	2018-03-09	0.24	1	0
23498159	Family apartment - spacious, quiet, safe, central	106739867	Jan	Mitte	Alexanderplatz	5.252.765.905.425.050	1.339.763.679.896.640	Entire home/apt	145	4	10	2018-11-04	1.32	1	8
23498867	Rixdorf jewel	11638186	Javier	Neukölln	Rixdorf	5.247.318.209.211.690	13.451.173.090.569.300	Private room	35	2	14	2018-10-29	1.72	1	17
23499543	Fancy & Cozy Room in Gorgeous Penthouse in Mitte	15909436	Giorgio	Mitte	Alexanderplatz	5.250.679.771.511.320	1.342.582.191.823.080	Private room	35	1	1	2018-02-28	0.12	2	279
23501075	Bright spacious balcony room at frankfurter tor	175492759	Luciane	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.799.630.252.380	1.345.970.849.970.790	Private room	25	1	32	2018-11-02	3.97	1	80
23501368	Apartments im Hostel am Schäfersee _04	73158	Mina	Reinickendorf	Ost 2	52.561.484.620.839.300	1.336.235.352.952.760	Entire home/apt	50	2	27	2018-10-22	3.67	12	351
23501538	central cozy Room with balcony near Kudamm	115790786	Pascal / Dennis	Charlottenburg-Wilm.	Kantstraße	5.250.757.643.216.360	13.314.336.437.636.400	Private room	50	2	39	2018-10-29	4.74	6	156
23509544	Ruhige, verkehrsgünstige Zimmer in Berlin 1	175590325	Reiner	Marzahn - Hellersdorf	Biesdorf	5.249.607.746.513.540	13.554.366.347.901.200	Private room	19	1	38	2018-10-28	5.00	2	61
23510393	Ruhige 3 Zimmer Ferienwohnung im Süden Berlins	175598863	Manuela Und Armin	Tempelhof - Schöneberg	Lichtenrade	52.410.193.324.872.100	13.395.841.356.684.700	Entire home/apt	75	2	2	2018-07-09	0.32	2	340
23511278	Charming apartment in Berlin-Pankow	59760803	Bettina	Pankow	Schönholz/Wilhelmsruh/Rosenthal	5.258.406.628.022.950	13.381.946.550.723.900	Entire home/apt	45	2	32	2018-11-04	4.27	1	206
23511318	Cosy Apartment in Berlin Alt-Treptow	175605560	Thibault	Treptow - Köpenick	Alt  Treptow	5.249.001.164.987.800	13.447.613.209.460.300	Private room	18	3	3	2018-06-04	0.41	1	0
23511434	Berlin Prenzlberg sweet and central	66444923	Manda	Pankow	Prenzlauer Berg Südwest	5.254.104.507.664.470	13.408.101.056.207.100	Entire home/apt	32	2	4	2018-03-29	0.51	1	191
23512312	Ruhige 2-Zimmer Ferienwohnung im Süden von Berlin	175598863	Manuela Und Armin	Tempelhof - Schöneberg	Lichtenrade	5.241.194.106.309.720	13.395.862.637.325.000	Entire home/apt	60	2	1	2018-10-22	1	2	348
